ams,branch,variable,expression,unit,fuel,source,note,src_csv,domain,data_confidence,scenario
Vietnam,Transformation\Biodiesel Production\Processes\CME Biodiesel,Maximum Capacity Addition,"Interp(2025, 0, 2026, 0, 2027, 0, 2028, 0, 2029, 0, 2030, 0, 2031, 0, 2032, 0, 2033, 0, 2034, 0, 2035, 0, 2036, 0, 2037, 0, 2038, 0, 2039, 0, 2040, 0, 2041, 0, 2042, 0, 2043, 0, 2044, 0, 2045, 0, 2046, 0, 2047, 0, 2048, 0, 2049, 0, 2050, 0, 2051, 0, 2052, 0, 2053, 0, 2054, 0, 2055, 0, 2056, 0, 2057, 0, 2058, 0, 2059, 0, 2060, 0)",Million Gigajoules/Year,Biodiesel,"build_rate_limit.csv (bioenergy team 20260722), recursion PRE-SOLVED OFFLINE; allocation across processes uses CANON's own share-of-historical-production idiom (Exogenous Capacity '* Interp(<feedstock>) / Interp(<total>)', evaluated at 2023)","installed_2023(national)=0.3 Mt/yr; canon share(CME Biodiesel)=0.00000 -> installed_2023(process)=0.00000 Mt/yr; alpha=0.2; one_train_floor=0.15 Mt/yr; first_feasible_year=2028 (greenfield (zero installed base)). Mt/yr -> Million Gigajoules/Year x38.997. Pure numerics in Interp() - no Max(), so S11.2e numeric-first-parsed-as-year CANNOT fire. Unroll CLAMPED against the GROUP 4 accepted Maximum Capacity trajectory in 33/36 years so the level cap and the rate cap agree instead of over-determining each other.",build_rate_limit.csv,refining_buildrate,Low,Regional Aspiration Scenario
Vietnam,Transformation\Biodiesel Production\Processes\POME Biodiesel,Maximum Capacity Addition,"Interp(2025, 0, 2026, 0, 2027, 0, 2028, 0, 2029, 0, 2030, 0, 2031, 0, 2032, 0, 2033, 0, 2034, 0, 2035, 0, 2036, 0, 2037, 0, 2038, 0, 2039, 0, 2040, 0, 2041, 0, 2042, 0, 2043, 0, 2044, 0, 2045, 0, 2046, 0, 2047, 0, 2048, 0, 2049, 0, 2050, 0, 2051, 0, 2052, 0, 2053, 0, 2054, 0, 2055, 0, 2056, 0, 2057, 0, 2058, 0, 2059, 0, 2060, 0)",Million Gigajoules/Year,Biodiesel,"build_rate_limit.csv (bioenergy team 20260722), recursion PRE-SOLVED OFFLINE; allocation across processes uses CANON's own share-of-historical-production idiom (Exogenous Capacity '* Interp(<feedstock>) / Interp(<total>)', evaluated at 2023)","installed_2023(national)=0.3 Mt/yr; canon share(POME Biodiesel)=0.00000 -> installed_2023(process)=0.00000 Mt/yr; alpha=0.2; one_train_floor=0.15 Mt/yr; first_feasible_year=2028 (greenfield (zero installed base)). Mt/yr -> Million Gigajoules/Year x38.997. Pure numerics in Interp() - no Max(), so S11.2e numeric-first-parsed-as-year CANNOT fire. Unroll CLAMPED against the GROUP 4 accepted Maximum Capacity trajectory in 33/36 years so the level cap and the rate cap agree instead of over-determining each other.",build_rate_limit.csv,refining_buildrate,Low,Regional Aspiration Scenario
Brunei,Transformation\Bioethanol Production\Processes\Cassava,Maximum Capacity Addition,"Interp(2025, 0, 2026, 0, 2027, 0, 2028, 0, 2029, 0, 2030, 0, 2031, 0, 2032, 0, 2033, 0, 2034, 0, 2035, 0, 2036, 0, 2037, 0, 2038, 0, 2039, 0, 2040, 0, 2041, 0, 2042, 0, 2043, 0, 2044, 0, 2045, 0, 2046, 0, 2047, 0, 2048, 0, 2049, 0, 2050, 0, 2051, 0, 2052, 0, 2053, 0, 2054, 0, 2055, 0, 2056, 0, 2057, 0, 2058, 0, 2059, 0, 2060, 0)",Million Tonne Coal Equiv/Year,Bioethanol,"build_rate_limit.csv (bioenergy team 20260722), recursion PRE-SOLVED OFFLINE; allocation across processes uses CANON's own share-of-historical-production idiom (Exogenous Capacity '* Interp(<feedstock>) / Interp(<total>)', evaluated at 2023)","installed_2023(national)=0.0 Mt/yr; canon share(Cassava)=0.00000 -> installed_2023(process)=0.00000 Mt/yr; alpha=0.2; one_train_floor=0.15 Mt/yr; first_feasible_year=2028 (greenfield (zero installed base)). Mt/yr -> Million Tonne Coal Equiv/Year x0.912528. Pure numerics in Interp() - no Max(), so S11.2e numeric-first-parsed-as-year CANNOT fire. Unroll CLAMPED against the GROUP 4 accepted Maximum Capacity trajectory in 33/36 years so the level cap and the rate cap agree instead of over-determining each other.",build_rate_limit.csv,refining_buildrate,Low,Regional Aspiration Scenario
Brunei,Transformation\Bioethanol Production\Processes\Corn Ethanol,Maximum Capacity Addition,"Interp(2025, 0, 2026, 0, 2027, 0, 2028, 0, 2029, 0, 2030, 0, 2031, 0, 2032, 0, 2033, 0, 2034, 0, 2035, 0, 2036, 0, 2037, 0, 2038, 0, 2039, 0, 2040, 0, 2041, 0, 2042, 0, 2043, 0, 2044, 0, 2045, 0, 2046, 0, 2047, 0, 2048, 0, 2049, 0, 2050, 0, 2051, 0, 2052, 0, 2053, 0, 2054, 0, 2055, 0, 2056, 0, 2057, 0, 2058, 0, 2059, 0, 2060, 0)",Million Tonne Coal Equiv/Year,Bioethanol,"build_rate_limit.csv (bioenergy team 20260722), recursion PRE-SOLVED OFFLINE; allocation across processes uses CANON's own share-of-historical-production idiom (Exogenous Capacity '* Interp(<feedstock>) / Interp(<total>)', evaluated at 2023)","installed_2023(national)=0.0 Mt/yr; canon share(Corn Ethanol)=0.00000 -> installed_2023(process)=0.00000 Mt/yr; alpha=0.2; one_train_floor=0.15 Mt/yr; first_feasible_year=2028 (greenfield (zero installed base)). Mt/yr -> Million Tonne Coal Equiv/Year x0.912528. Pure numerics in Interp() - no Max(), so S11.2e numeric-first-parsed-as-year CANNOT fire. Unroll CLAMPED against the GROUP 4 accepted Maximum Capacity trajectory in 33/36 years so the level cap and the rate cap agree instead of over-determining each other.",build_rate_limit.csv,refining_buildrate,Low,Regional Aspiration Scenario
Brunei,Transformation\Bioethanol Production\Processes\Molasses,Maximum Capacity Addition,"Interp(2025, 0, 2026, 0, 2027, 0, 2028, 0, 2029, 0, 2030, 0, 2031, 0, 2032, 0, 2033, 0, 2034, 0, 2035, 0, 2036, 0, 2037, 0, 2038, 0, 2039, 0, 2040, 0, 2041, 0, 2042, 0, 2043, 0, 2044, 0, 2045, 0, 2046, 0, 2047, 0, 2048, 0, 2049, 0, 2050, 0, 2051, 0, 2052, 0, 2053, 0, 2054, 0, 2055, 0, 2056, 0, 2057, 0, 2058, 0, 2059, 0, 2060, 0)",Million Tonne Coal Equiv/Year,Bioethanol,"build_rate_limit.csv (bioenergy team 20260722), recursion PRE-SOLVED OFFLINE; allocation across processes uses CANON's own share-of-historical-production idiom (Exogenous Capacity '* Interp(<feedstock>) / Interp(<total>)', evaluated at 2023)","installed_2023(national)=0.0 Mt/yr; canon share(Molasses)=0.00000 -> installed_2023(process)=0.00000 Mt/yr; alpha=0.2; one_train_floor=0.15 Mt/yr; first_feasible_year=2028 (greenfield (zero installed base)). Mt/yr -> Million Tonne Coal Equiv/Year x0.912528. Pure numerics in Interp() - no Max(), so S11.2e numeric-first-parsed-as-year CANNOT fire. Unroll CLAMPED against the GROUP 4 accepted Maximum Capacity trajectory in 33/36 years so the level cap and the rate cap agree instead of over-determining each other.",build_rate_limit.csv,refining_buildrate,Low,Regional Aspiration Scenario
Brunei,Transformation\Bioethanol Production\Processes\Sugarcane,Maximum Capacity Addition,"Interp(2025, 0, 2026, 0, 2027, 0, 2028, 0, 2029, 0, 2030, 0, 2031, 0, 2032, 0, 2033, 0, 2034, 0, 2035, 0, 2036, 0, 2037, 0, 2038, 0, 2039, 0, 2040, 0, 2041, 0, 2042, 0, 2043, 0, 2044, 0, 2045, 0, 2046, 0, 2047, 0, 2048, 0, 2049, 0, 2050, 0, 2051, 0, 2052, 0, 2053, 0, 2054, 0, 2055, 0, 2056, 0, 2057, 0, 2058, 0, 2059, 0, 2060, 0)",Million Tonne Coal Equiv/Year,Bioethanol,"build_rate_limit.csv (bioenergy team 20260722), recursion PRE-SOLVED OFFLINE; allocation across processes uses CANON's own share-of-historical-production idiom (Exogenous Capacity '* Interp(<feedstock>) / Interp(<total>)', evaluated at 2023)","installed_2023(national)=0.0 Mt/yr; canon share(Sugarcane)=0.00000 -> installed_2023(process)=0.00000 Mt/yr; alpha=0.2; one_train_floor=0.15 Mt/yr; first_feasible_year=2028 (greenfield (zero installed base)). Mt/yr -> Million Tonne Coal Equiv/Year x0.912528. Pure numerics in Interp() - no Max(), so S11.2e numeric-first-parsed-as-year CANNOT fire. Unroll CLAMPED against the GROUP 4 accepted Maximum Capacity trajectory in 33/36 years so the level cap and the rate cap agree instead of over-determining each other.",build_rate_limit.csv,refining_buildrate,Low,Regional Aspiration Scenario
Cambodia,Transformation\Bioethanol Production\Processes\Cassava,Maximum Capacity Addition,"Interp(2025, 0, 2026, 0, 2027, 0, 2028, 0.13688, 2029, 0.13688, 2030, 0.04564, 2031, 0.02738, 2032, 0.02738, 2033, 0.02738, 2034, 0.02738, 2035, 0.02738, 2036, 0, 2037, 0, 2038, 0, 2039, 0, 2040, 0, 2041, 0, 2042, 0, 2043, 0, 2044, 0, 2045, 0, 2046, 0, 2047, 0, 2048, 0, 2049, 0, 2050, 0, 2051, 0, 2052, 0, 2053, 0, 2054, 0, 2055, 0, 2056, 0, 2057, 0, 2058, 0, 2059, 0, 2060, 0)",Million Tonne Coal Equiv/Year,Bioethanol,"build_rate_limit.csv (bioenergy team 20260722), recursion PRE-SOLVED OFFLINE; allocation across processes uses CANON's own share-of-historical-production idiom (Exogenous Capacity '* Interp(<feedstock>) / Interp(<total>)', evaluated at 2023)","installed_2023(national)=0.0 Mt/yr; canon share(Cassava)=0.00000 -> installed_2023(process)=0.00000 Mt/yr; alpha=0.2; one_train_floor=0.15 Mt/yr; first_feasible_year=2028 (greenfield (zero installed base)). Mt/yr -> Million Tonne Coal Equiv/Year x0.912528. Pure numerics in Interp() - no Max(), so S11.2e numeric-first-parsed-as-year CANNOT fire. Unroll CLAMPED against the GROUP 4 accepted Maximum Capacity trajectory in 31/36 years so the level cap and the rate cap agree instead of over-determining each other.",build_rate_limit.csv,refining_buildrate,Low,Regional Aspiration Scenario
Cambodia,Transformation\Bioethanol Production\Processes\Corn Ethanol,Maximum Capacity Addition,"Interp(2025, 0, 2026, 0, 2027, 0, 2028, 0, 2029, 0, 2030, 0, 2031, 0, 2032, 0, 2033, 0, 2034, 0, 2035, 0, 2036, 0, 2037, 0, 2038, 0, 2039, 0, 2040, 0, 2041, 0, 2042, 0, 2043, 0, 2044, 0, 2045, 0, 2046, 0, 2047, 0, 2048, 0, 2049, 0, 2050, 0, 2051, 0, 2052, 0, 2053, 0, 2054, 0, 2055, 0, 2056, 0, 2057, 0, 2058, 0, 2059, 0, 2060, 0)",Million Tonne Coal Equiv/Year,Bioethanol,"build_rate_limit.csv (bioenergy team 20260722), recursion PRE-SOLVED OFFLINE; allocation across processes uses CANON's own share-of-historical-production idiom (Exogenous Capacity '* Interp(<feedstock>) / Interp(<total>)', evaluated at 2023)","installed_2023(national)=0.0 Mt/yr; canon share(Corn Ethanol)=0.00000 -> installed_2023(process)=0.00000 Mt/yr; alpha=0.2; one_train_floor=0.15 Mt/yr; first_feasible_year=2028 (greenfield (zero installed base)). Mt/yr -> Million Tonne Coal Equiv/Year x0.912528. Pure numerics in Interp() - no Max(), so S11.2e numeric-first-parsed-as-year CANNOT fire. Unroll CLAMPED against the GROUP 4 accepted Maximum Capacity trajectory in 33/36 years so the level cap and the rate cap agree instead of over-determining each other.",build_rate_limit.csv,refining_buildrate,Low,Regional Aspiration Scenario
Cambodia,Transformation\Bioethanol Production\Processes\Molasses,Maximum Capacity Addition,"Interp(2025, 0, 2026, 0, 2027, 0, 2028, 0, 2029, 0, 2030, 0, 2031, 0, 2032, 0, 2033, 0, 2034, 0, 2035, 0, 2036, 0, 2037, 0, 2038, 0, 2039, 0, 2040, 0, 2041, 0, 2042, 0, 2043, 0, 2044, 0, 2045, 0, 2046, 0, 2047, 0, 2048, 0, 2049, 0, 2050, 0, 2051, 0, 2052, 0, 2053, 0, 2054, 0, 2055, 0, 2056, 0, 2057, 0, 2058, 0, 2059, 0, 2060, 0)",Million Tonne Coal Equiv/Year,Bioethanol,"build_rate_limit.csv (bioenergy team 20260722), recursion PRE-SOLVED OFFLINE; allocation across processes uses CANON's own share-of-historical-production idiom (Exogenous Capacity '* Interp(<feedstock>) / Interp(<total>)', evaluated at 2023)","installed_2023(national)=0.0 Mt/yr; canon share(Molasses)=0.00000 -> installed_2023(process)=0.00000 Mt/yr; alpha=0.2; one_train_floor=0.15 Mt/yr; first_feasible_year=2028 (greenfield (zero installed base)). Mt/yr -> Million Tonne Coal Equiv/Year x0.912528. Pure numerics in Interp() - no Max(), so S11.2e numeric-first-parsed-as-year CANNOT fire. Unroll CLAMPED against the GROUP 4 accepted Maximum Capacity trajectory in 33/36 years so the level cap and the rate cap agree instead of over-determining each other.",build_rate_limit.csv,refining_buildrate,Low,Regional Aspiration Scenario
Cambodia,Transformation\Bioethanol Production\Processes\Sugarcane,Maximum Capacity Addition,"Interp(2025, 0, 2026, 0, 2027, 0, 2028, 0.13688, 2029, 0.13688, 2030, 0.04564, 2031, 0.02738, 2032, 0.02738, 2033, 0.02738, 2034, 0.02738, 2035, 0.02738, 2036, 0, 2037, 0, 2038, 0, 2039, 0, 2040, 0, 2041, 0, 2042, 0, 2043, 0, 2044, 0, 2045, 0, 2046, 0, 2047, 0, 2048, 0, 2049, 0, 2050, 0, 2051, 0, 2052, 0, 2053, 0, 2054, 0, 2055, 0, 2056, 0, 2057, 0, 2058, 0, 2059, 0, 2060, 0)",Million Tonne Coal Equiv/Year,Bioethanol,"build_rate_limit.csv (bioenergy team 20260722), recursion PRE-SOLVED OFFLINE; allocation across processes uses CANON's own share-of-historical-production idiom (Exogenous Capacity '* Interp(<feedstock>) / Interp(<total>)', evaluated at 2023)","installed_2023(national)=0.0 Mt/yr; canon share(Sugarcane)=0.00000 -> installed_2023(process)=0.00000 Mt/yr; alpha=0.2; one_train_floor=0.15 Mt/yr; first_feasible_year=2028 (greenfield (zero installed base)). Mt/yr -> Million Tonne Coal Equiv/Year x0.912528. Pure numerics in Interp() - no Max(), so S11.2e numeric-first-parsed-as-year CANNOT fire. Unroll CLAMPED against the GROUP 4 accepted Maximum Capacity trajectory in 31/36 years so the level cap and the rate cap agree instead of over-determining each other.",build_rate_limit.csv,refining_buildrate,Low,Regional Aspiration Scenario
Indonesia,Transformation\Bioethanol Production\Processes\Cassava,Maximum Capacity Addition,"Interp(2025, 0, 2026, 0, 2027, 0, 2028, 0.13688, 2029, 0.13688, 2030, 0.06384, 2031, 0.02374, 2032, 0.02374, 2033, 0.02374, 2034, 0.02374, 2035, 0.02374, 2036, 0, 2037, 0, 2038, 0, 2039, 0, 2040, 0, 2041, 0, 2042, 0, 2043, 0, 2044, 0, 2045, 0, 2046, 0, 2047, 0, 2048, 0, 2049, 0, 2050, 0, 2051, 0, 2052, 0, 2053, 0, 2054, 0, 2055, 0, 2056, 0, 2057, 0, 2058, 0, 2059, 0, 2060, 0)",Million Tonne Coal Equiv/Year,Bioethanol,"build_rate_limit.csv (bioenergy team 20260722), recursion PRE-SOLVED OFFLINE; allocation across processes uses CANON's own share-of-historical-production idiom (Exogenous Capacity '* Interp(<feedstock>) / Interp(<total>)', evaluated at 2023)","installed_2023(national)=0.09 Mt/yr; canon share(Cassava)=0.00000 -> installed_2023(process)=0.00000 Mt/yr; alpha=0.2; one_train_floor=0.15 Mt/yr; first_feasible_year=2028 (greenfield (zero installed base)). Mt/yr -> Million Tonne Coal Equiv/Year x0.912528. Pure numerics in Interp() - no Max(), so S11.2e numeric-first-parsed-as-year CANNOT fire. Unroll CLAMPED against the GROUP 4 accepted Maximum Capacity trajectory in 31/36 years so the level cap and the rate cap agree instead of over-determining each other.",build_rate_limit.csv,refining_buildrate,Low,Regional Aspiration Scenario
Indonesia,Transformation\Bioethanol Production\Processes\Corn Ethanol,Maximum Capacity Addition,"Interp(2025, 0, 2026, 0, 2027, 0, 2028, 0, 2029, 0, 2030, 0, 2031, 0, 2032, 0, 2033, 0, 2034, 0, 2035, 0, 2036, 0, 2037, 0, 2038, 0, 2039, 0, 2040, 0, 2041, 0, 2042, 0, 2043, 0, 2044, 0, 2045, 0, 2046, 0, 2047, 0, 2048, 0, 2049, 0, 2050, 0, 2051, 0, 2052, 0, 2053, 0, 2054, 0, 2055, 0, 2056, 0, 2057, 0, 2058, 0, 2059, 0, 2060, 0)",Million Tonne Coal Equiv/Year,Bioethanol,"build_rate_limit.csv (bioenergy team 20260722), recursion PRE-SOLVED OFFLINE; allocation across processes uses CANON's own share-of-historical-production idiom (Exogenous Capacity '* Interp(<feedstock>) / Interp(<total>)', evaluated at 2023)","installed_2023(national)=0.09 Mt/yr; canon share(Corn Ethanol)=0.00000 -> installed_2023(process)=0.00000 Mt/yr; alpha=0.2; one_train_floor=0.15 Mt/yr; first_feasible_year=2028 (greenfield (zero installed base)). Mt/yr -> Million Tonne Coal Equiv/Year x0.912528. Pure numerics in Interp() - no Max(), so S11.2e numeric-first-parsed-as-year CANNOT fire. Unroll CLAMPED against the GROUP 4 accepted Maximum Capacity trajectory in 33/36 years so the level cap and the rate cap agree instead of over-determining each other.",build_rate_limit.csv,refining_buildrate,Low,Regional Aspiration Scenario
Indonesia,Transformation\Bioethanol Production\Processes\Molasses,Maximum Capacity Addition,"Interp(2025, 0, 2026, 0.10039, 2027, 0.04562, 2028, 0.04562, 2029, 0.04562, 2030, 0.04562, 2031, 0.01826, 2032, 0.01826, 2033, 0.01826, 2034, 0.01826, 2035, 0.01826, 2036, 0, 2037, 0, 2038, 0, 2039, 0, 2040, 0, 2041, 0, 2042, 0, 2043, 0, 2044, 0, 2045, 0, 2046, 0, 2047, 0, 2048, 0, 2049, 0, 2050, 0, 2051, 0, 2052, 0, 2053, 0, 2054, 0, 2055, 0, 2056, 0, 2057, 0, 2058, 0, 2059, 0, 2060, 0)",Million Tonne Coal Equiv/Year,Bioethanol,"build_rate_limit.csv (bioenergy team 20260722), recursion PRE-SOLVED OFFLINE; allocation across processes uses CANON's own share-of-historical-production idiom (Exogenous Capacity '* Interp(<feedstock>) / Interp(<total>)', evaluated at 2023)","installed_2023(national)=0.09 Mt/yr; canon share(Molasses)=1.00000 -> installed_2023(process)=0.09000 Mt/yr; alpha=0.2; one_train_floor=0.15 Mt/yr; first_feasible_year=2026 (national brownfield). Mt/yr -> Million Tonne Coal Equiv/Year x0.912528. Pure numerics in Interp() - no Max(), so S11.2e numeric-first-parsed-as-year CANNOT fire. Unroll CLAMPED against the GROUP 4 accepted Maximum Capacity trajectory in 35/36 years so the level cap and the rate cap agree instead of over-determining each other.",build_rate_limit.csv,refining_buildrate,Low,Regional Aspiration Scenario
Indonesia,Transformation\Bioethanol Production\Processes\Sugarcane,Maximum Capacity Addition,"Interp(2025, 0, 2026, 0, 2027, 0, 2028, 0.13688, 2029, 0.13688, 2030, 0.06384, 2031, 0.02374, 2032, 0.02374, 2033, 0.02374, 2034, 0.02374, 2035, 0.02374, 2036, 0, 2037, 0, 2038, 0, 2039, 0, 2040, 0, 2041, 0, 2042, 0, 2043, 0, 2044, 0, 2045, 0, 2046, 0, 2047, 0, 2048, 0, 2049, 0, 2050, 0, 2051, 0, 2052, 0, 2053, 0, 2054, 0, 2055, 0, 2056, 0, 2057, 0, 2058, 0, 2059, 0, 2060, 0)",Million Tonne Coal Equiv/Year,Bioethanol,"build_rate_limit.csv (bioenergy team 20260722), recursion PRE-SOLVED OFFLINE; allocation across processes uses CANON's own share-of-historical-production idiom (Exogenous Capacity '* Interp(<feedstock>) / Interp(<total>)', evaluated at 2023)","installed_2023(national)=0.09 Mt/yr; canon share(Sugarcane)=0.00000 -> installed_2023(process)=0.00000 Mt/yr; alpha=0.2; one_train_floor=0.15 Mt/yr; first_feasible_year=2028 (greenfield (zero installed base)). Mt/yr -> Million Tonne Coal Equiv/Year x0.912528. Pure numerics in Interp() - no Max(), so S11.2e numeric-first-parsed-as-year CANNOT fire. Unroll CLAMPED against the GROUP 4 accepted Maximum Capacity trajectory in 31/36 years so the level cap and the rate cap agree instead of over-determining each other.",build_rate_limit.csv,refining_buildrate,Low,Regional Aspiration Scenario
Laos,Transformation\Bioethanol Production\Processes\Cassava,Maximum Capacity Addition,"Interp(2025, 0, 2026, 0, 2027, 0, 2028, 0.13688, 2029, 0.13688, 2030, 0.04564, 2031, 0.02738, 2032, 0.02738, 2033, 0.02738, 2034, 0.02738, 2035, 0.02738, 2036, 0, 2037, 0, 2038, 0, 2039, 0, 2040, 0, 2041, 0, 2042, 0, 2043, 0, 2044, 0, 2045, 0, 2046, 0, 2047, 0, 2048, 0, 2049, 0, 2050, 0, 2051, 0, 2052, 0, 2053, 0, 2054, 0, 2055, 0, 2056, 0, 2057, 0, 2058, 0, 2059, 0, 2060, 0)",Million Tonne Coal Equiv/Year,Bioethanol,"build_rate_limit.csv (bioenergy team 20260722), recursion PRE-SOLVED OFFLINE; allocation across processes uses CANON's own share-of-historical-production idiom (Exogenous Capacity '* Interp(<feedstock>) / Interp(<total>)', evaluated at 2023)","installed_2023(national)=0.0 Mt/yr; canon share(Cassava)=0.00000 -> installed_2023(process)=0.00000 Mt/yr; alpha=0.2; one_train_floor=0.15 Mt/yr; first_feasible_year=2028 (greenfield (zero installed base)). Mt/yr -> Million Tonne Coal Equiv/Year x0.912528. Pure numerics in Interp() - no Max(), so S11.2e numeric-first-parsed-as-year CANNOT fire. Unroll CLAMPED against the GROUP 4 accepted Maximum Capacity trajectory in 31/36 years so the level cap and the rate cap agree instead of over-determining each other.",build_rate_limit.csv,refining_buildrate,Low,Regional Aspiration Scenario
