ams,branch,variable,expression,unit,fuel,source,note,src_csv,data_confidence,scenario
Thailand,Demand\Commercial\Other Commercial\End Use Projection\Water Heating,Commercial Uncalibrated Energy Intensity,745.61,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=False; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,AMS Target Scenario
Thailand,Demand\Commercial\Other Commercial\End Use Projection\Water Heating,Commercial Uncalibrated Energy Intensity,745.61,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=False; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Vietnam,Demand\Commercial\Other Commercial\End Use Projection\Water Heating,Commercial Uncalibrated Energy Intensity,459.29,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=False; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,Current Accounts
Vietnam,Demand\Commercial\Other Commercial\End Use Projection\Water Heating,Commercial Uncalibrated Energy Intensity,459.29,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=False; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,Baseline Simulation
Vietnam,Demand\Commercial\Other Commercial\End Use Projection\Water Heating,Commercial Uncalibrated Energy Intensity,459.29,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=False; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,AMS Target Scenario
Vietnam,Demand\Commercial\Other Commercial\End Use Projection\Water Heating,Commercial Uncalibrated Energy Intensity,459.29,kWh/m2,,top-down reconciliation (split x control / saturation),"B1 uncal intensity bridge (team); source_tier=reconciled; refresh_needed=False; CAL untouched (R3) | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm2/end_use_intensity.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Brunei,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,Activity Level,80,Saturation,,sourced: BEI 2019,"B3 saturation, literal percent (s11.2f); anchor_basis=sourced-level-physical-sat; source_tier=sourced-split-mismatch; refresh_needed=True | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,Current Accounts
Brunei,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,Activity Level,80,Saturation,,sourced: BEI 2019,"B3 saturation, literal percent (s11.2f); anchor_basis=sourced-level-physical-sat; source_tier=sourced-split-mismatch; refresh_needed=True | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,Baseline Simulation
Brunei,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,Activity Level,80,Saturation,,sourced: BEI 2019,"B3 saturation, literal percent (s11.2f); anchor_basis=sourced-level-physical-sat; source_tier=sourced-split-mismatch; refresh_needed=True | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,AMS Target Scenario
Brunei,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,Activity Level,80,Saturation,,sourced: BEI 2019,"B3 saturation, literal percent (s11.2f); anchor_basis=sourced-level-physical-sat; source_tier=sourced-split-mismatch; refresh_needed=True | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Cambodia,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,Activity Level,80,Saturation,,top-down reconciliation (split x control / saturation),"B3 saturation, literal percent (s11.2f); anchor_basis=canon-sat; source_tier=reconciled; refresh_needed=False | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,Current Accounts
Cambodia,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,Activity Level,80,Saturation,,top-down reconciliation (split x control / saturation),"B3 saturation, literal percent (s11.2f); anchor_basis=canon-sat; source_tier=reconciled; refresh_needed=False | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,Baseline Simulation
Cambodia,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,Activity Level,80,Saturation,,top-down reconciliation (split x control / saturation),"B3 saturation, literal percent (s11.2f); anchor_basis=canon-sat; source_tier=reconciled; refresh_needed=False | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,AMS Target Scenario
Cambodia,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,Activity Level,80,Saturation,,top-down reconciliation (split x control / saturation),"B3 saturation, literal percent (s11.2f); anchor_basis=canon-sat; source_tier=reconciled; refresh_needed=False | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Indonesia,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,Activity Level,80,Saturation,,top-down reconciliation (split x control / saturation),"B3 saturation, literal percent (s11.2f); anchor_basis=canon-sat; source_tier=reconciled; refresh_needed=False | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,Current Accounts
Indonesia,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,Activity Level,80,Saturation,,top-down reconciliation (split x control / saturation),"B3 saturation, literal percent (s11.2f); anchor_basis=canon-sat; source_tier=reconciled; refresh_needed=False | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,Baseline Simulation
Indonesia,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,Activity Level,80,Saturation,,top-down reconciliation (split x control / saturation),"B3 saturation, literal percent (s11.2f); anchor_basis=canon-sat; source_tier=reconciled; refresh_needed=False | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,AMS Target Scenario
Indonesia,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,Activity Level,80,Saturation,,top-down reconciliation (split x control / saturation),"B3 saturation, literal percent (s11.2f); anchor_basis=canon-sat; source_tier=reconciled; refresh_needed=False | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Laos,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,Activity Level,50.84,Saturation,,sourced: ERIA Lao PDR Energy Statistics 2018 (eria.org),"B3 saturation, literal percent (s11.2f); anchor_basis=sourced-level-physical-sat; source_tier=sourced-split-mismatch; refresh_needed=True | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,Current Accounts
Laos,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,Activity Level,50.84,Saturation,,sourced: ERIA Lao PDR Energy Statistics 2018 (eria.org),"B3 saturation, literal percent (s11.2f); anchor_basis=sourced-level-physical-sat; source_tier=sourced-split-mismatch; refresh_needed=True | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,Baseline Simulation
Laos,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,Activity Level,50.84,Saturation,,sourced: ERIA Lao PDR Energy Statistics 2018 (eria.org),"B3 saturation, literal percent (s11.2f); anchor_basis=sourced-level-physical-sat; source_tier=sourced-split-mismatch; refresh_needed=True | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,AMS Target Scenario
Laos,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,Activity Level,50.84,Saturation,,sourced: ERIA Lao PDR Energy Statistics 2018 (eria.org),"B3 saturation, literal percent (s11.2f); anchor_basis=sourced-level-physical-sat; source_tier=sourced-split-mismatch; refresh_needed=True | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Malaysia,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,Activity Level,85.5,Saturation,,sourced: journal.ump.edu.my/ijets (Malaysia commercial AC study),"B3 saturation, literal percent (s11.2f); anchor_basis=derived-from-sourced; source_tier=sourced; refresh_needed=False | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,Current Accounts
Malaysia,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,Activity Level,85.5,Saturation,,sourced: journal.ump.edu.my/ijets (Malaysia commercial AC study),"B3 saturation, literal percent (s11.2f); anchor_basis=derived-from-sourced; source_tier=sourced; refresh_needed=False | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,Baseline Simulation
Malaysia,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,Activity Level,85.5,Saturation,,sourced: journal.ump.edu.my/ijets (Malaysia commercial AC study),"B3 saturation, literal percent (s11.2f); anchor_basis=derived-from-sourced; source_tier=sourced; refresh_needed=False | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,AMS Target Scenario
Malaysia,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,Activity Level,85.5,Saturation,,sourced: journal.ump.edu.my/ijets (Malaysia commercial AC study),"B3 saturation, literal percent (s11.2f); anchor_basis=derived-from-sourced; source_tier=sourced; refresh_needed=False | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Myanmar,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,Activity Level,80,Saturation,,top-down reconciliation (split x control / saturation),"B3 saturation, literal percent (s11.2f); anchor_basis=building-type-replaced; source_tier=reconciled; refresh_needed=True | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,Current Accounts
Myanmar,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,Activity Level,80,Saturation,,top-down reconciliation (split x control / saturation),"B3 saturation, literal percent (s11.2f); anchor_basis=building-type-replaced; source_tier=reconciled; refresh_needed=True | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,Baseline Simulation
Myanmar,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,Activity Level,80,Saturation,,top-down reconciliation (split x control / saturation),"B3 saturation, literal percent (s11.2f); anchor_basis=building-type-replaced; source_tier=reconciled; refresh_needed=True | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,AMS Target Scenario
Myanmar,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,Activity Level,80,Saturation,,top-down reconciliation (split x control / saturation),"B3 saturation, literal percent (s11.2f); anchor_basis=building-type-replaced; source_tier=reconciled; refresh_needed=True | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Philippines,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,Activity Level,80,Saturation,,top-down reconciliation (split x control / saturation),"B3 saturation, literal percent (s11.2f); anchor_basis=canon-sat; source_tier=reconciled; refresh_needed=False | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,Current Accounts
Philippines,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,Activity Level,80,Saturation,,top-down reconciliation (split x control / saturation),"B3 saturation, literal percent (s11.2f); anchor_basis=canon-sat; source_tier=reconciled; refresh_needed=False | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,Baseline Simulation
Philippines,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,Activity Level,80,Saturation,,top-down reconciliation (split x control / saturation),"B3 saturation, literal percent (s11.2f); anchor_basis=canon-sat; source_tier=reconciled; refresh_needed=False | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,AMS Target Scenario
Philippines,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,Activity Level,80,Saturation,,top-down reconciliation (split x control / saturation),"B3 saturation, literal percent (s11.2f); anchor_basis=canon-sat; source_tier=reconciled; refresh_needed=False | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,Regional Aspiration Scenario
Singapore,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,Activity Level,80,Saturation,,top-down reconciliation (split x control / saturation),"B3 saturation, literal percent (s11.2f); anchor_basis=canon-sat; source_tier=reconciled; refresh_needed=False | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,Current Accounts
Singapore,Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,Activity Level,80,Saturation,,top-down reconciliation (split x control / saturation),"B3 saturation, literal percent (s11.2f); anchor_basis=canon-sat; source_tier=reconciled; refresh_needed=False | scenario made explicit 2026-07-22 (canon: invariant, authored in all 4)",comm/end_use_saturation.csv,TEAM_AUTHORED,Baseline Simulation
