branch_path,variable,scenario,region,expression,units,scale,per,source
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Fixed OM Cost,AMS Target Scenario,Philippines,"Interp(2023, 64.5, 2030, 62.5, 2050, 60.6)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Fixed OM Cost,Regional Aspiration Scenario,Philippines,"Interp(2023, 64.5, 2030, 62.5, 2050, 60.6)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Variable OM Cost,Current Accounts,Philippines,"Interp(2023, 1.25, 2030, 1.2, 2050, 1.15)",USD/MWh,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Variable OM Cost,Baseline Simulation,Philippines,"Interp(2023, 1.25, 2030, 1.2, 2050, 1.15)",USD/MWh,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Variable OM Cost,AMS Target Scenario,Philippines,"Interp(2023, 1.25, 2030, 1.2, 2050, 1.15)",USD/MWh,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Variable OM Cost,Regional Aspiration Scenario,Philippines,"Interp(2023, 1.25, 2030, 1.2, 2050, 1.15)",USD/MWh,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Process Efficiency,Current Accounts,Philippines,"Interp(2023, 42.5, 2030, 44.0, 2050, 45.0)",%,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Process Efficiency,Baseline Simulation,Philippines,"Interp(2023, 42.5, 2030, 44.0, 2050, 45.0)",%,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Process Efficiency,AMS Target Scenario,Philippines,"Interp(2023, 42.5, 2030, 44.0, 2050, 45.0)",%,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Process Efficiency,Regional Aspiration Scenario,Philippines,"Interp(2023, 42.5, 2030, 44.0, 2050, 45.0)",%,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capital Cost,Current Accounts,Singapore,"Interp(2023, 1730.0, 2030, 1680.0, 2050, 1630.0)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capital Cost,Baseline Simulation,Singapore,"Interp(2023, 1730.0, 2030, 1680.0, 2050, 1630.0)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capital Cost,AMS Target Scenario,Singapore,"Interp(2023, 1730.0, 2030, 1680.0, 2050, 1630.0)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capital Cost,Regional Aspiration Scenario,Singapore,"Interp(2023, 1730.0, 2030, 1680.0, 2050, 1630.0)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Fixed OM Cost,Current Accounts,Singapore,"Interp(2023, 64.5, 2030, 62.5, 2050, 60.6)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Fixed OM Cost,Baseline Simulation,Singapore,"Interp(2023, 64.5, 2030, 62.5, 2050, 60.6)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Fixed OM Cost,AMS Target Scenario,Singapore,"Interp(2023, 64.5, 2030, 62.5, 2050, 60.6)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Fixed OM Cost,Regional Aspiration Scenario,Singapore,"Interp(2023, 64.5, 2030, 62.5, 2050, 60.6)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Variable OM Cost,Current Accounts,Singapore,"Interp(2023, 1.25, 2030, 1.2, 2050, 1.15)",USD/MWh,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Variable OM Cost,Baseline Simulation,Singapore,"Interp(2023, 1.25, 2030, 1.2, 2050, 1.15)",USD/MWh,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Variable OM Cost,AMS Target Scenario,Singapore,"Interp(2023, 1.25, 2030, 1.2, 2050, 1.15)",USD/MWh,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Variable OM Cost,Regional Aspiration Scenario,Singapore,"Interp(2023, 1.25, 2030, 1.2, 2050, 1.15)",USD/MWh,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Process Efficiency,Current Accounts,Singapore,"Interp(2023, 42.5, 2030, 44.0, 2050, 45.0)",%,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Process Efficiency,Baseline Simulation,Singapore,"Interp(2023, 42.5, 2030, 44.0, 2050, 45.0)",%,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Process Efficiency,AMS Target Scenario,Singapore,"Interp(2023, 42.5, 2030, 44.0, 2050, 45.0)",%,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Process Efficiency,Regional Aspiration Scenario,Singapore,"Interp(2023, 42.5, 2030, 44.0, 2050, 45.0)",%,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capital Cost,Current Accounts,Thailand,"Interp(2023, 1730.0, 2030, 1680.0, 2050, 1630.0)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capital Cost,Baseline Simulation,Thailand,"Interp(2023, 1730.0, 2030, 1680.0, 2050, 1630.0)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capital Cost,AMS Target Scenario,Thailand,"Interp(2023, 1730.0, 2030, 1680.0, 2050, 1630.0)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capital Cost,Regional Aspiration Scenario,Thailand,"Interp(2023, 1730.0, 2030, 1680.0, 2050, 1630.0)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Fixed OM Cost,Current Accounts,Thailand,"Interp(2023, 64.5, 2030, 62.5, 2050, 60.6)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Fixed OM Cost,Baseline Simulation,Thailand,"Interp(2023, 64.5, 2030, 62.5, 2050, 60.6)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Fixed OM Cost,AMS Target Scenario,Thailand,"Interp(2023, 64.5, 2030, 62.5, 2050, 60.6)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Fixed OM Cost,Regional Aspiration Scenario,Thailand,"Interp(2023, 64.5, 2030, 62.5, 2050, 60.6)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Variable OM Cost,Current Accounts,Thailand,"Interp(2023, 1.25, 2030, 1.2, 2050, 1.15)",USD/MWh,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Variable OM Cost,Baseline Simulation,Thailand,"Interp(2023, 1.25, 2030, 1.2, 2050, 1.15)",USD/MWh,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Variable OM Cost,AMS Target Scenario,Thailand,"Interp(2023, 1.25, 2030, 1.2, 2050, 1.15)",USD/MWh,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Variable OM Cost,Regional Aspiration Scenario,Thailand,"Interp(2023, 1.25, 2030, 1.2, 2050, 1.15)",USD/MWh,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Process Efficiency,Current Accounts,Thailand,"Interp(2023, 42.5, 2030, 44.0, 2050, 45.0)",%,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Process Efficiency,Baseline Simulation,Thailand,"Interp(2023, 42.5, 2030, 44.0, 2050, 45.0)",%,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Process Efficiency,AMS Target Scenario,Thailand,"Interp(2023, 42.5, 2030, 44.0, 2050, 45.0)",%,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Process Efficiency,Regional Aspiration Scenario,Thailand,"Interp(2023, 42.5, 2030, 44.0, 2050, 45.0)",%,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capital Cost,Current Accounts,Vietnam,"Interp(2023, 1730.0, 2030, 1680.0, 2050, 1630.0)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capital Cost,Baseline Simulation,Vietnam,"Interp(2023, 1730.0, 2030, 1680.0, 2050, 1630.0)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capital Cost,AMS Target Scenario,Vietnam,"Interp(2023, 1730.0, 2030, 1680.0, 2050, 1630.0)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Capital Cost,Regional Aspiration Scenario,Vietnam,"Interp(2023, 1730.0, 2030, 1680.0, 2050, 1630.0)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Fixed OM Cost,Current Accounts,Vietnam,"Interp(2023, 64.5, 2030, 62.5, 2050, 60.6)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Fixed OM Cost,Baseline Simulation,Vietnam,"Interp(2023, 64.5, 2030, 62.5, 2050, 60.6)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Fixed OM Cost,AMS Target Scenario,Vietnam,"Interp(2023, 64.5, 2030, 62.5, 2050, 60.6)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Fixed OM Cost,Regional Aspiration Scenario,Vietnam,"Interp(2023, 64.5, 2030, 62.5, 2050, 60.6)",thousand USD/MW,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Variable OM Cost,Current Accounts,Vietnam,"Interp(2023, 1.25, 2030, 1.2, 2050, 1.15)",USD/MWh,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Variable OM Cost,Baseline Simulation,Vietnam,"Interp(2023, 1.25, 2030, 1.2, 2050, 1.15)",USD/MWh,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Variable OM Cost,AMS Target Scenario,Vietnam,"Interp(2023, 1.25, 2030, 1.2, 2050, 1.15)",USD/MWh,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Variable OM Cost,Regional Aspiration Scenario,Vietnam,"Interp(2023, 1.25, 2030, 1.2, 2050, 1.15)",USD/MWh,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Process Efficiency,Current Accounts,Vietnam,"Interp(2023, 42.5, 2030, 44.0, 2050, 45.0)",%,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Process Efficiency,Baseline Simulation,Vietnam,"Interp(2023, 42.5, 2030, 44.0, 2050, 45.0)",%,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Process Efficiency,AMS Target Scenario,Vietnam,"Interp(2023, 42.5, 2030, 44.0, 2050, 45.0)",%,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Process Efficiency,Regional Aspiration Scenario,Vietnam,"Interp(2023, 42.5, 2030, 44.0, 2050, 45.0)",%,,,DEA Indonesia
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Capital Cost,Current Accounts,Brunei,"Interp(2023, 3970.0, 2030, 3590.0, 2050, 2900.0)",thousand USD/MW,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Capital Cost,Baseline Simulation,Brunei,"Interp(2023, 3970.0, 2030, 3590.0, 2050, 2900.0)",thousand USD/MW,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Capital Cost,AMS Target Scenario,Brunei,"Interp(2023, 3970.0, 2030, 3590.0, 2050, 2900.0)",thousand USD/MW,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Capital Cost,Regional Aspiration Scenario,Brunei,"Interp(2023, 3970.0, 2030, 3590.0, 2050, 2900.0)",thousand USD/MW,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Fixed OM Cost,Current Accounts,Brunei,"Interp(2023, 114.5, 2030, 107.1, 2050, 89.3)",thousand USD/MW,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Fixed OM Cost,Baseline Simulation,Brunei,"Interp(2023, 114.5, 2030, 107.1, 2050, 89.3)",thousand USD/MW,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Fixed OM Cost,AMS Target Scenario,Brunei,"Interp(2023, 114.5, 2030, 107.1, 2050, 89.3)",thousand USD/MW,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Fixed OM Cost,Regional Aspiration Scenario,Brunei,"Interp(2023, 114.5, 2030, 107.1, 2050, 89.3)",thousand USD/MW,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Variable OM Cost,Current Accounts,Brunei,"Interp(2023, 4.35, 2030, 4.05, 2050, 3.55)",USD/MWh,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Variable OM Cost,Baseline Simulation,Brunei,"Interp(2023, 4.35, 2030, 4.05, 2050, 3.55)",USD/MWh,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Variable OM Cost,AMS Target Scenario,Brunei,"Interp(2023, 4.35, 2030, 4.05, 2050, 3.55)",USD/MWh,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Variable OM Cost,Regional Aspiration Scenario,Brunei,"Interp(2023, 4.35, 2030, 4.05, 2050, 3.55)",USD/MWh,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Process Efficiency,Current Accounts,Brunei,"Interp(2023, 33.5, 2030, 35.0, 2050, 36.0)",%,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Process Efficiency,Baseline Simulation,Brunei,"Interp(2023, 33.5, 2030, 35.0, 2050, 36.0)",%,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Process Efficiency,AMS Target Scenario,Brunei,"Interp(2023, 33.5, 2030, 35.0, 2050, 36.0)",%,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Process Efficiency,Regional Aspiration Scenario,Brunei,"Interp(2023, 33.5, 2030, 35.0, 2050, 36.0)",%,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Capital Cost,Current Accounts,Cambodia,"Interp(2023, 3970.0, 2030, 3590.0, 2050, 2900.0)",thousand USD/MW,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Capital Cost,Baseline Simulation,Cambodia,"Interp(2023, 3970.0, 2030, 3590.0, 2050, 2900.0)",thousand USD/MW,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Capital Cost,AMS Target Scenario,Cambodia,"Interp(2023, 3970.0, 2030, 3590.0, 2050, 2900.0)",thousand USD/MW,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Capital Cost,Regional Aspiration Scenario,Cambodia,"Interp(2023, 3970.0, 2030, 3590.0, 2050, 2900.0)",thousand USD/MW,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Fixed OM Cost,Current Accounts,Cambodia,"Interp(2023, 114.5, 2030, 107.1, 2050, 89.3)",thousand USD/MW,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Fixed OM Cost,Baseline Simulation,Cambodia,"Interp(2023, 114.5, 2030, 107.1, 2050, 89.3)",thousand USD/MW,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Fixed OM Cost,AMS Target Scenario,Cambodia,"Interp(2023, 114.5, 2030, 107.1, 2050, 89.3)",thousand USD/MW,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Fixed OM Cost,Regional Aspiration Scenario,Cambodia,"Interp(2023, 114.5, 2030, 107.1, 2050, 89.3)",thousand USD/MW,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Variable OM Cost,Current Accounts,Cambodia,"Interp(2023, 4.35, 2030, 4.05, 2050, 3.55)",USD/MWh,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Variable OM Cost,Baseline Simulation,Cambodia,"Interp(2023, 4.35, 2030, 4.05, 2050, 3.55)",USD/MWh,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Variable OM Cost,AMS Target Scenario,Cambodia,"Interp(2023, 4.35, 2030, 4.05, 2050, 3.55)",USD/MWh,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Variable OM Cost,Regional Aspiration Scenario,Cambodia,"Interp(2023, 4.35, 2030, 4.05, 2050, 3.55)",USD/MWh,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Process Efficiency,Current Accounts,Cambodia,"Interp(2023, 33.5, 2030, 35.0, 2050, 36.0)",%,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Process Efficiency,Baseline Simulation,Cambodia,"Interp(2023, 33.5, 2030, 35.0, 2050, 36.0)",%,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Process Efficiency,AMS Target Scenario,Cambodia,"Interp(2023, 33.5, 2030, 35.0, 2050, 36.0)",%,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Process Efficiency,Regional Aspiration Scenario,Cambodia,"Interp(2023, 33.5, 2030, 35.0, 2050, 36.0)",%,,,DEA Indonesia (computed)
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Capital Cost,Current Accounts,Indonesia,"Interp(2023, 3970.0, 2030, 3590.0, 2050, 2900.0)",thousand USD/MW,,,DEA Indonesia (computed)
