branch_path,variable,scenario,region,scale,units,per,expression
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite,Fuel Source,Regional Aspiration Scenario,Indonesia,,U.S. Dollar,Metric Tonne,SourceBelow
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite\Carbon Dioxide,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Metric Tonne,Terajoule,94.6 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite\Carbon Dioxide,Avg Environmental Loading,Baseline Simulation,Indonesia,,Metric Tonne,Terajoule,94.6 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite\Carbon Dioxide,Avg Environmental Loading,Current Accounts,Indonesia,,Metric Tonne,Terajoule,94.6 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite\Carbon Dioxide,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Metric Tonne,Terajoule,94.6 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite\Carbon Monoxide,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,8.7 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite\Carbon Monoxide,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,8.7 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite\Carbon Monoxide,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,8.7 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite\Carbon Monoxide,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,8.7 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite\Methane,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,1 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite\Methane,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,1 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite\Methane,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,1 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite\Methane,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,1 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite\Nitrogen Oxides,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,300
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite\Nitrogen Oxides,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,300
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite\Nitrogen Oxides,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,300
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite\Nitrogen Oxides,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,300
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite\Nitrous Oxide,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,1.5 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite\Nitrous Oxide,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,1.5 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite\Nitrous Oxide,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,1.5 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite\Nitrous Oxide,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,1.5 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite\Non Methane Volatile Organic Compounds,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,1.0 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,1.0 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,1.0 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,1.0 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite\Sulfur Dioxide,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S)
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite\Sulfur Dioxide,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S)
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite\Sulfur Dioxide,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S)
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Anthracite\Sulfur Dioxide,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S)
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous,Feedstock Fuel Share,AMS Target Scenario,Indonesia,,U.S. Dollar,Metric Tonne,"Interp(2029, Value(LastHistoricalYear), 2030, 4.43, 2031, 4.3, 2032, 4.17, 2033, 3.98, 2034, 3.74, 2035, 3.46, 2036, 3.15, 2037, 2.82, 2038, 2.48, 2039, 2.15, 2040, 1.86, 2041, 1.61, 2042, 1.32, 2043, 1.09, 2044, 0.87, 2045, 0.55, 2046, 0.31, 2047, 0.16, 2048, 0.08, 2049, 0.04, 2050, 0.02, 2051, 0, 2052, 0, 2053, 0, 2054, 0, 2055, 0, 2056, 0, 2057, 0, 2058, 0, 2059, 0, 2060, 0) ?_x000D_
_x000D_
_x000D_
Indonesia coal powerplant retirement-retrofit scenario"
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous,Feedstock Fuel Share,Baseline Simulation,Indonesia,,U.S. Dollar,Metric Tonne,4.47 ? AFOC Compiled CFPP Database
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous,Feedstock Fuel Share,Current Accounts,Indonesia,,U.S. Dollar,Metric Tonne,4.47 ? AFOC Compiled CFPP Database
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous,Feedstock Fuel Share,Regional Aspiration Scenario,Indonesia,,U.S. Dollar,Metric Tonne,"Interp(2029, Value(LastHistoricalYear), 2030, 4.43, 2031, 4.3, 2032, 4.17, 2033, 3.98, 2034, 3.74, 2035, 3.46, 2036, 3.15, 2037, 2.82, 2038, 2.48, 2039, 2.15, 2040, 1.86, 2041, 1.61, 2042, 1.32, 2043, 1.09, 2044, 0.87, 2045, 0.55, 2046, 0.31, 2047, 0.16, 2048, 0.08, 2049, 0.04, 2050, 0.02, 2051, 0, 2052, 0, 2053, 0, 2054, 0, 2055, 0, 2056, 0, 2057, 0, 2058, 0, 2059, 0, 2060, 0) ?_x000D_
_x000D_
_x000D_
Indonesia coal powerplant retirement-retrofit scenario"
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous,Fuel Cost,AMS Target Scenario,Indonesia,,U.S. Dollar,Metric Tonne,Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne]
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous,Fuel Cost,Baseline Simulation,Indonesia,,U.S. Dollar,Metric Tonne,Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne]
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous,Fuel Cost,Current Accounts,Indonesia,,U.S. Dollar,Metric Tonne,Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne]
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous,Fuel Cost,Regional Aspiration Scenario,Indonesia,,U.S. Dollar,Metric Tonne,Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne]
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous,Fuel Source,Regional Aspiration Scenario,Indonesia,,U.S. Dollar,Metric Tonne,SourceBelow
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous\Carbon Dioxide,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Metric Tonne,Terajoule,94.6 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous\Carbon Dioxide,Avg Environmental Loading,Baseline Simulation,Indonesia,,Metric Tonne,Terajoule,94.6 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous\Carbon Dioxide,Avg Environmental Loading,Current Accounts,Indonesia,,Metric Tonne,Terajoule,94.6 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous\Carbon Dioxide,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Metric Tonne,Terajoule,94.6 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous\Carbon Monoxide,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,8.7 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous\Carbon Monoxide,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,8.7 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous\Carbon Monoxide,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,8.7 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous\Carbon Monoxide,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,8.7 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous\Methane,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,1 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous\Methane,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,1 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous\Methane,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,1 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous\Methane,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,1 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous\Nitrogen Oxides,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,300
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous\Nitrogen Oxides,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,300
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous\Nitrogen Oxides,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,300
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous\Nitrogen Oxides,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,300
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous\Nitrous Oxide,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,1.5 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous\Nitrous Oxide,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,1.5 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous\Nitrous Oxide,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,1.5 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous\Nitrous Oxide,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,1.5 ?a
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous\Non Methane Volatile Organic Compounds,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,1.0 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,1.0 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,1.0 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,1.0 ?b
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous\Sulfur Dioxide,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S)
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous\Sulfur Dioxide,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S)
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous\Sulfur Dioxide,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S)
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Bituminous\Sulfur Dioxide,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Kilogramme,SulfurContent*(1-SulfurRetention)*(SO2/S)
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Lignite,Feedstock Fuel Share,AMS Target Scenario,Indonesia,,U.S. Dollar,Metric Tonne,"Interp(2029, Value(LastHistoricalYear), 2030, 4.04, 2031, 3.92, 2032, 3.8, 2033, 3.62, 2034, 3.4, 2035, 3.15, 2036, 2.87, 2037, 2.57, 2038, 2.26, 2039, 1.96, 2040, 1.7, 2041, 1.47, 2042, 1.2, 2043, 0.99, 2044, 0.79, 2045, 0.5, 2046, 0.28, 2047, 0.14, 2048, 0.07, 2049, 0.03, 2050, 0.01, 2051, 0, 2052, 0, 2053, 0, 2054, 0, 2055, 0, 2056, 0, 2057, 0, 2058, 0, 2059, 0, 2060, 0) ?_x000D_
_x000D_
Indonesia coal powerplant retirement-retrofit scenario"
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Lignite,Feedstock Fuel Share,Baseline Simulation,Indonesia,,U.S. Dollar,Metric Tonne,4.10 ? ? AFOC Compiled CFPP Database
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Lignite,Feedstock Fuel Share,Current Accounts,Indonesia,,U.S. Dollar,Metric Tonne,4.10 ? ? AFOC Compiled CFPP Database
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Lignite,Feedstock Fuel Share,Regional Aspiration Scenario,Indonesia,,U.S. Dollar,Metric Tonne,"Interp(2029, Value(LastHistoricalYear), 2030, 4.04, 2031, 3.92, 2032, 3.8, 2033, 3.62, 2034, 3.4, 2035, 3.15, 2036, 2.87, 2037, 2.57, 2038, 2.26, 2039, 1.96, 2040, 1.7, 2041, 1.47, 2042, 1.2, 2043, 0.99, 2044, 0.79, 2045, 0.5, 2046, 0.28, 2047, 0.14, 2048, 0.07, 2049, 0.03, 2050, 0.01, 2051, 0, 2052, 0, 2053, 0, 2054, 0, 2055, 0, 2056, 0, 2057, 0, 2058, 0, 2059, 0, 2060, 0) ?_x000D_
_x000D_
Indonesia coal powerplant retirement-retrofit scenario"
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Lignite,Fuel Cost,AMS Target Scenario,Indonesia,,U.S. Dollar,Metric Tonne,Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne]
Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast\Feedstock Fuels\Coal Lignite,Fuel Cost,Baseline Simulation,Indonesia,,U.S. Dollar,Metric Tonne,Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne]
