node,feedstock_fuel,region,branch,variable,unit,CA,BAS,ATS,RAS
Coal Supercritical CCS,Biomass,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Biomass,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Supercritical CCS,Biomass,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Biomass,Feedstock Fuel Share,U.S. Dollar,0,0,"InterpFSY(2030, Value(LastHistoricalYear), 2035, 24.68, 2040, 22.92, 2045, 16.19)","InterpFSY(2030, Value(LastHistoricalYear), 2035, 24.68, 2040, 22.92, 2045, 16.19)"
Coal Supercritical CCS,Biomass,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Biomass,Fuel Cost,U.S. Dollar,Resources\Primary\Biomass:Production Cost[USD/Tonne],Resources\Primary\Biomass:Production Cost[USD/Tonne],Resources\Primary\Biomass:Production Cost[USD/Tonne],Resources\Primary\Biomass:Production Cost[USD/Tonne]
Coal Supercritical CCS,Biomass,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Biomass,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Supercritical CCS,Coal Anthracite,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,U.S. Dollar,0,0,0,0
Coal Supercritical CCS,Coal Anthracite,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne]
Coal Supercritical CCS,Coal Anthracite,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Supercritical CCS,Coal Anthracite,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,U.S. Dollar,0,0,0,0
Coal Supercritical CCS,Coal Anthracite,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne]
Coal Supercritical CCS,Coal Anthracite,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Supercritical CCS,Coal Anthracite,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,U.S. Dollar,0,0,0,0
Coal Supercritical CCS,Coal Anthracite,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne]
Coal Supercritical CCS,Coal Anthracite,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Supercritical CCS,Coal Anthracite,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,U.S. Dollar,0,0,0,0
Coal Supercritical CCS,Coal Anthracite,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne]
Coal Supercritical CCS,Coal Anthracite,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Supercritical CCS,Coal Anthracite,Laos,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,U.S. Dollar,0,0,0,0
Coal Supercritical CCS,Coal Anthracite,Laos,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne]
Coal Supercritical CCS,Coal Anthracite,Laos,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Supercritical CCS,Coal Anthracite,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,U.S. Dollar,0,0,0,0
Coal Supercritical CCS,Coal Anthracite,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne]
Coal Supercritical CCS,Coal Anthracite,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Supercritical CCS,Coal Anthracite,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,U.S. Dollar,0,0,0,0
Coal Supercritical CCS,Coal Anthracite,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne]
Coal Supercritical CCS,Coal Anthracite,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Supercritical CCS,Coal Anthracite,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,U.S. Dollar,0,0,0,0
Coal Supercritical CCS,Coal Anthracite,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne]
Coal Supercritical CCS,Coal Anthracite,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Supercritical CCS,Coal Anthracite,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,U.S. Dollar,0,0,0,0
Coal Supercritical CCS,Coal Anthracite,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne]
Coal Supercritical CCS,Coal Anthracite,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Supercritical CCS,Coal Anthracite,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,U.S. Dollar,0,0,0,0
Coal Supercritical CCS,Coal Anthracite,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne]
Coal Supercritical CCS,Coal Anthracite,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Supercritical CCS,Coal Anthracite,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,U.S. Dollar,0,0,0,0
Coal Supercritical CCS,Coal Anthracite,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne]
Coal Supercritical CCS,Coal Anthracite,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Supercritical CCS,Coal Anthracite,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Feedstock Fuel Share,U.S. Dollar,29.62 ? AFOC Compiled CFPP database,29.62 ? AFOC Compiled CFPP database,"InterpFSY(2030, Value(LastHistoricalYear), 2035, 11.31, 2040, 0)","InterpFSY(2030, Value(LastHistoricalYear), 2035, 11.31, 2040, 0)"
Coal Supercritical CCS,Coal Anthracite,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Anthracite:Import Cost[2020 USD/Tonne]
Coal Supercritical CCS,Coal Anthracite,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Anthracite,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Supercritical CCS,Coal Bituminous,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous,Feedstock Fuel Share,U.S. Dollar,0,0,0,0
Coal Supercritical CCS,Coal Bituminous,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne]
Coal Supercritical CCS,Coal Bituminous,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Supercritical CCS,Coal Bituminous,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous,Feedstock Fuel Share,U.S. Dollar,0,0,0,0
Coal Supercritical CCS,Coal Bituminous,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne]
Coal Supercritical CCS,Coal Bituminous,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Supercritical CCS,Coal Bituminous,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous,Feedstock Fuel Share,U.S. Dollar,0,0,0,0
Coal Supercritical CCS,Coal Bituminous,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne]
Coal Supercritical CCS,Coal Bituminous,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Supercritical CCS,Coal Bituminous,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous,Feedstock Fuel Share,U.S. Dollar,0,0,0,0
Coal Supercritical CCS,Coal Bituminous,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne]
Coal Supercritical CCS,Coal Bituminous,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Supercritical CCS,Coal Bituminous,Laos,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous,Feedstock Fuel Share,U.S. Dollar,0,0,0,0
Coal Supercritical CCS,Coal Bituminous,Laos,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne]
Coal Supercritical CCS,Coal Bituminous,Laos,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Supercritical CCS,Coal Bituminous,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous,Feedstock Fuel Share,U.S. Dollar,"Interp(2015, 0, 2019, 70.000) ? Similar to ultrasupercrital","Interp(2015, 0, 2019, 70.000) ? Similar to ultrasupercrital","Interp(2015, 0, 2019, 70.000) ? Similar to ultrasupercrital","Interp(2015, 0, 2019, 70.000) ? Similar to ultrasupercrital"
Coal Supercritical CCS,Coal Bituminous,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne]
Coal Supercritical CCS,Coal Bituminous,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Supercritical CCS,Coal Bituminous,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous,Feedstock Fuel Share,U.S. Dollar,0,0,0,0
Coal Supercritical CCS,Coal Bituminous,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne]
Coal Supercritical CCS,Coal Bituminous,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Supercritical CCS,Coal Bituminous,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous,Feedstock Fuel Share,U.S. Dollar,0,0,0,0
Coal Supercritical CCS,Coal Bituminous,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne]
Coal Supercritical CCS,Coal Bituminous,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Supercritical CCS,Coal Bituminous,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous,Feedstock Fuel Share,U.S. Dollar,0,0,0,0
Coal Supercritical CCS,Coal Bituminous,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS\Feedstock Fuels\Coal Bituminous,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne]
